"extension","keyword","field","widget","label","default","min","max","options","variant_defaults"
"base","ReadCorR",31,"ne","ls cs wc pn op so ec sn ca oc ws cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorR",32,"ne","ls cs wc pn op so ec sn ca oc ws cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorR",33,"ne","ls cs wc pn op so sn ca oc ws cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorR",34,"ne","ls cs wc pn op sn ca oc ws cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorR",35,"ne","ls cs wc pn op sn ca oc ws cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorR",36,"ne","ls cs wc pn op sn ca oc ws cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorR",37,"ne","ls cs wc pn op sn ca oc ws cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorR",38,"ne","ls cs wc pn op sn ca oc ws cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorR",39,"ne","ls cs wc pn op sn ca oc ws","1.0",NA,NA,"",""
"base","ReadCorR",40,"ne","ls cs sn ca oc ws","1.0",NA,NA,"",""
"base","ReadCorR",41,"ne","ls cs sn ca oc ws","1.0",NA,NA,"",""
"base","ReadCorR",42,"ne","ls cs sn ca oc ws","1.0",NA,NA,"",""
"base","ReadCorR",43,"ne","ls cs sn ca oc ws","1.0",NA,NA,"",""
"base","ReadCorR",44,"ne","ls cs sn ca oc","1.0",NA,NA,"",""
"base","ReadCorR",45,"ne","ls cs sn ca oc","1.0",NA,NA,"",""
"base","ReadCorR",46,"ne","ls cs sn ca oc","1.0",NA,NA,"",""
"base","ReadCorR",47,"ne","ls cs sn ca oc","1.0",NA,NA,"",""
"base","ReadCorR",48,"ne","ls cs sn ca oc","1.0",NA,NA,"",""
"base","ReadCorR",49,"ne","ls cs sn ca oc","1.0",NA,NA,"",""
"base","ReadCorR",50,"ne","ls cs sn ca oc","1.0",NA,NA,"",""
"base","ReadCorR",51,"ne","ls cs sn","1.0",NA,NA,"",""
"base","ReadCorR",52,"ne","ls cs sn","1.0",NA,NA,"",""
"base","ReadCorR",53,"ne","ls cs sn","1.0",NA,NA,"",""
"base","ReadCorR",54,"ne","ls cs sn","1.0",NA,NA,"",""
"base","ReadCorR",55,"ne","ls cs sn","1.0",NA,NA,"",""
"base","ReadCorR",56,"ne","ls cs sn","1.0",NA,NA,"",""
"base","ReadCorR",57,"ne","ls cs sn","1.0",NA,NA,"",""
"base","ReadCorR",58,"ne","ls cs sn","1.0",NA,NA,"",""
"base","ReadCorR",59,"ne","ls cs sn","1.0",NA,NA,"",""
"base","ReadCorR",60,"ne","ls cs sn","1.0",NA,NA,"",""
"base","ReadCorR",61,"ne","ls cs sn","1.0",NA,NA,"",""
"base","ReadCorR",62,"ne","ls cs sn","1.0",NA,NA,"",""
"base","ReadCorR",63,"ne","ls cs sn","1.0",NA,NA,"",""
"base","ReadCorR",64,"ne","ls cs sn","1.0",NA,NA,"",""
"base","ReadCorR",65,"ne","ls cs sn","1.0",NA,NA,"",""
"base","ReadCorR",66,"ne","ls cs sn","1.0",NA,NA,"",""
"base","ReadCorR",67,"ne","ls cs sn","1.0",NA,NA,"",""
"base","ReadCorR",68,"ne","ls cs sn","1.0",NA,NA,"",""
"base","ReadCorR",69,"ne","cs sn","1.0",NA,NA,"",""
"base","ReadCorR",70,"ne","cs sn","1.0",NA,NA,"",""
"base","ReadCorR",71,"ne","cs sn","1.0",NA,NA,"",""
"base","ReadCorR",72,"ne","cs sn","1.0",NA,NA,"",""
"base","ReadCorR",73,"ne","cs sn","1.0",NA,NA,"",""
"base","ReadCorR",74,"ne","cs sn","1.0",NA,NA,"",""
"base","ReadCorR",75,"ne","cs sn","1.0",NA,NA,"",""
"base","ReadCorR",76,"ne","cs sn","1.0",NA,NA,"",""
"base","ReadCorR",77,"ne","cs sn","1.0",NA,NA,"",""
"base","ReadCorR",78,"ne","cs sn","1.0",NA,NA,"",""
"base","ReadCorR",79,"ne","cs sn","1.0",NA,NA,"",""
"base","ReadCorR",80,"ne","cs sn","1.0",NA,NA,"",""
"base","ReadCorR",81,"ne","cs sn","1.0",NA,NA,"",""
"base","ReadCorR",82,"ne","cs sn","1.0",NA,NA,"",""
"base","ReadCorR",83,"ne","cs sn","1.0",NA,NA,"",""
"base","ReadCorR",84,"ne","cs sn","1.0",NA,NA,"",""
"base","ReadCorR",85,"ne","cs sn","1.0",NA,NA,"",""
"base","ReadCorR",86,"ne","cs sn","1.0",NA,NA,"",""
"base","ReadCorR",87,"ne","cs sn","1.0",NA,NA,"",""
"base","ReadCorR",88,"ne","cs sn","1.0",NA,NA,"",""
"base","ReadCorR",89,"ne","cs sn","1.0",NA,NA,"",""
"base","ReadCorR",90,"ne","cs sn","1.0",NA,NA,"",""
"base","ReadCorR",91,"ne","cs","1.0",NA,NA,"",""
"base","ReadCorR",92,"ne","cs","1.0",NA,NA,"",""
"base","ReadCorR",93,"ne","cs","1.0",NA,NA,"",""
"base","ReadCorR",94,"ne","cs","1.0",NA,NA,"",""
"base","ReadCorR",95,"ne","cs","1.0",NA,NA,"",""
"base","ReadCorR",96,"ne","cs","1.0",NA,NA,"",""
"base","ReadCorR",97,"ne","","1.0",NA,NA,"",""
"base","ReadCorR",98,"ne","","1.0",NA,NA,"",""
"base","ReadCorR",99,"ne","","1.0",NA,NA,"",""
"base","ReadCorR",100,"ne","","1.0",NA,NA,"",""
"base","ReadCorR",101,"ne","","1.0",NA,NA,"",""
"base","ReadCorR",102,"ne","","1.0",NA,NA,"",""
"base","ReadCorR",103,"ne","","1.0",NA,NA,"",""
"base","ReadCorR",104,"ne","","1.0",NA,NA,"",""
"base","ReadCorR",105,"ne","","1.0",NA,NA,"",""
"base","ReadCorR",106,"ne","","1.0",NA,NA,"",""
"base","ReadCorR",107,"ne","","1.0",NA,NA,"",""
"base","ReadCorR",108,"ne","","1.0",NA,NA,"",""
"base","RegDMult",1,"scheduleBox","","1",NA,NA,"",""
"base","RegDMult",2,"speciesSelection","Species to which multiplier is applied","",NA,NA,"",""
"base","RegDMult",3,"numberBox","Multiplier value","1",NA,NA,"",""
"base","RegHMult",1,"scheduleBox","","1",NA,NA,"",""
"base","RegHMult",2,"speciesSelection","Species to which multiplier is applied","",NA,NA,"",""
"base","RegHMult",3,"numberBox","Multiplier value","1",NA,NA,"",""
"base","ResetAge",1,"scheduleBox","","0",NA,NA,"",""
"base","ResetAge",2,"numberBox","New stand age","0",NA,NA,"",""
"base","Screen",1,"numberBox","Unit number where the Screen output will be directed","",NA,NA,"",""
"base","SDICalc",1,"numberBox","Minimum DBH for including in Reineke SDI calculation (GE)","0",NA,NA,"",""
"base","SDICalc",2,"numberBox","Minimum DBH for including in Zeide SDI calculation (GE)","0",NA,NA,"",""
"base","SDICalc",3,"longListButton","SDI Calculation Method","Reineke SDI",NA,NA,"Reineke SDI|Zeide SDI",""
"base","SDIMax",1,"speciesSelection","Species to which the index applies","",NA,NA,"","so=so ;; bm=bm"
"base","SDIMax",2,"numberBox","Maximum stand density index value","blank",NA,NA,"","so=so ;; bm=bm ;; ec=ec"
"base","SDIMax",3,"noInput","","",NA,NA,"",""
"base","SDIMax",4,"noInput","","",NA,NA,"",""
"base","SDIMax",5,"sliderBox","Percentage of max SDI where density-related mortality begins","55",0,95,"",""
"base","SDIMax",6,"sliderBox","Percentage of max SDI where stand reaches maximum density","85",5,100,"",""
"base","SDIMax",7,"cr","sw sp bp sf lp","",NA,NA,"","cr sw sp bp sf lp=cr sw sp bp sf lp"
"base","SerlCorr",1,"cs","ls ne","0.74",NA,NA,"",""
"base","SerlCorr",2,"cs","ls ne","0.42",NA,NA,"",""
"base","SetPThin",1,"scheduleBox","","",NA,NA,"",""
"base","SetPThin",2,"textEdit","Point Number or Group","",NA,NA,"",""
"base","SetPThin",3,"longListButton","Point thinning residual attribute","1 = trees per acre",NA,NA,"1 = trees per acre|2 = basal area|3 = stand density index|4 = percent canopy cover|5 = Curtis' relative density|6 = SILVAH's relative density",""
"base","SetSite",1,"scheduleBox","","",NA,NA,"",""
"base","SetSite",2,"ls","","",NA,NA,"","cr sw bp sp sf lp=cr sw bp sp sf lp ;; ni ie em ci kt=ni ie em ci kt ;; bm ec so ca ut pn wc=bm ec so ca ut pn wc ;; sn=sn ;; ls=ls"
"base","SetSite",3,"numberBox","Basal area maximum","blank -999 999",NA,NA,"",""
"base","SetSite",4,"speciesSelection","Species whose site index will change:","",NA,NA,"",""
"base","SetSite",5,"numberBox","Site index value or percent change:","blank -999 999",NA,NA,"",""
"base","SetSite",6,"longListButton","Site index value code:","The value in the previous field is a site index value",NA,NA,"The value in the previous field is a site index value|The value in the previous field is a percent change",""
"base","SetSite",7,"numberBox","Stand Density Index maximum for species specified","blank",NA,NA,"",""
"base","SiteCode",1,"noInput","Not applicable to the variant you are using","",NA,NA,"","nc sw sp tt pn ca=nc sw sp tt pn ca ;; wc=wc ;; bm=bm ;; so ec bp ws=so ec bp ws ;; ne=ne ;; cs=cs ;; ls=ls ;; em sn cr ie ci=em sn cr ie ci ;; lp ut=lp ut ;; sf=sf ;; ak=ak"
"base","SiteCode",2,"","","",NA,NA,"","nc=nc ;; ut=ut ;; em sw sp sn wc so=em sw sp sn wc so ;; cr ie ci=cr ie ci ;; bp=bp ;; bm=bm ;; sf ec=sf ec ;; lp cs=lp cs ;; ak ca=ak ca ;; ws pn=ws pn ;; tt=tt ;; ls=ls ;; ne=ne"
"base","SiteCode",3,"","","",NA,NA,"","ie nc cr sw sp tt pn wc so bm ec bp ne cs ls em sn lp ut sf ak ws ca ci=ie nc cr sw sp tt pn wc so bm ec bp ne cs ls em sn lp ut sf ak ws ca ci"
"base","SpCodes",1,"speciesSelection","Species to be identified with a new code","deleteAll",NA,NA,"",""
"base","SpCodes",2,"textEdit","New species code:","",NA,NA,"",""
"base","SpecPref",1,"scheduleBox","","",NA,NA,"",""
"base","SpecPref",2,"speciesSelection","Species whose removal priority will be changed","",NA,NA,"",""
"base","SpecPref",3,"sliderBox","Preference for removal of the selected species","0",-999,999,"",""
"base","SpGroup",1,"textEdit","Specify an 2-10 character Species Group","",NA,NA,"",""
"base","SpGroup",2,"speciesSelection","Species included in the group:","deleteAll",NA,NA,"",""
"base","SpGroup",3,"speciesSelection","Species included in the group:","deleteAll",NA,NA,"",""
"base","SpGroup",4,"speciesSelection","Species included in the group:","deleteAll",NA,NA,"",""
"base","SpGroup",5,"speciesSelection","Species included in the group:","deleteAll",NA,NA,"",""
"base","SpGroup",6,"speciesSelection","Species included in the group:","deleteAll",NA,NA,"",""
"base","SpGroup",7,"speciesSelection","Species included in the group:","deleteAll",NA,NA,"",""
"base","SpGroup",8,"speciesSelection","Species included in the group:","deleteAll",NA,NA,"",""
"base","SpGroup",9,"speciesSelection","Species included in the group:","deleteAll",NA,NA,"",""
"base","SpGroup",10,"speciesSelection","Species included in the group:","deleteAll",NA,NA,"",""
"base","SpGroup",11,"speciesSelection","Species included in the group:","deleteAll",NA,NA,"",""
"base","SpGroup",12,"speciesSelection","Species included in the group:","deleteAll",NA,NA,"",""
"base","SpGroup",13,"ak","bm em ie ci cr so ec pn op wc ws ca oc cs ls ne sn tt ut nc","deleteAll",NA,NA,"",""
"base","SpGroup",14,"ak","bm em ie ci cr so ec pn op wc ws ca oc cs ls ne sn tt ut","deleteAll",NA,NA,"",""
"base","SpGroup",15,"ak","bm em ie cr ci so ec pn op wc ws ca oc ws cs ls ne sn tt ut","deleteAll",NA,NA,"",""
"base","SpGroup",16,"ak","bm em ie cr ci so ec pn op wc ws ca oc cs ls ne sn tt ut","deleteAll",NA,NA,"",""
"base","SpGroup",17,"ak","bm em ie cr ci so ec pn op wc ws ca oc cs ls ne sn tt ut","deleteAll",NA,NA,"",""
"base","SpGroup",18,"ak","bm em ie cr ci so ec pn op wc ws ca oc cs ls ne sn tt ut","deleteAll",NA,NA,"",""
"base","SpGroup",19,"ak","em ie cr ci so ec pn op wc ca oc ws cs ls ne sn ut","deleteAll",NA,NA,"",""
"base","SpGroup",20,"ak","ie cr so ec pn op wc ws ca oc cs ls ne sn ut","deleteAll",NA,NA,"",""
"base","SpGroup",21,"ak","ie cr so ec pn op wc ws ca oc cs ls ne sn ut","deleteAll",NA,NA,"",""
"base","SpGroup",22,"ak","ie cr so ec pn op wc ws ca oc cs ls ne sn ut","deleteAll",NA,NA,"",""
"base","SpGroup",23,"ak","ie cr so ec pn op wc ws ca oc cs ls ne sn ut","deleteAll",NA,NA,"",""
"base","SpGroup",24,"ak","ie cr so ec pn op wc ws ca oc cs ls ne sn ut","deleteAll",NA,NA,"",""
"base","SpGroup",25,"cr","so ec pn op wc ws ca oc cs ls ne sn","deleteAll",NA,NA,"",""
"base","SpGroup",26,"cr","so ec pn op wc ws ca oc cs ls ne sn","deleteAll",NA,NA,"",""
"base","SpGroup",27,"cr","so ec pn op wc ws ca oc cs ls ne sn","deleteAll",NA,NA,"",""
"base","SpGroup",28,"cr","so ec pn op wc ws ca oc cs ls ne sn","deleteAll",NA,NA,"",""
"base","SpGroup",29,"cr","so ec pn op wc ws ca oc cs ls ne sn","deleteAll",NA,NA,"",""
"base","SpGroup",30,"cr","so ec pn op wc ws ca oc cs ls ne sn","deleteAll",NA,NA,"",""
"base","SpGroup",31,"cr","so ec pn op wc ws ca oc cs ls ne sn","deleteAll",NA,NA,"",""
"base","SpGroup",32,"cr","so ec pn op wc ws ca oc cs ls ne sn","deleteAll",NA,NA,"",""
"base","SpGroup",33,"cr","so pn op wc ws ca oc cs ls ne sn","deleteAll",NA,NA,"",""
"base","SpGroup",34,"cr","so pn op wc ws ca oc cs ls ne sn","deleteAll",NA,NA,"",""
"base","SpGroup",35,"cr","pn op wc ws ca oc cs ls ne sn","deleteAll",NA,NA,"",""
"base","SpGroup",36,"cr","pn op wc ws ca oc cs ls ne sn","deleteAll",NA,NA,"",""
"base","SpGroup",37,"cr","pn op wc ws ca oc cs ls ne sn","deleteAll",NA,NA,"",""
"base","SpGroup",38,"cr","pn op wc ws ca oc cs ls ne sn","deleteAll",NA,NA,"",""
"base","SpGroup",39,"pn","op wc ws ca oc cs ls ne sn","deleteAll",NA,NA,"",""
"base","SpGroup",40,"pn","op wc ws ca oc cs ls ne sn","deleteAll",NA,NA,"",""
"base","SpGroup",41,"ws","ca oc cs ls ne sn","deleteAll",NA,NA,"",""
"base","SpGroup",42,"ws","ca oc cs ls ne sn","deleteAll",NA,NA,"",""
"base","SpGroup",43,"ws","ca oc cs ls ne sn","deleteAll",NA,NA,"",""
"base","SpGroup",44,"ca","oc cs ls ne sn","deleteAll",NA,NA,"",""
"base","SpGroup",45,"ca","oc cs ls ne sn","deleteAll",NA,NA,"",""
"base","SpGroup",46,"ca","oc cs ls ne sn","deleteAll",NA,NA,"",""
"base","SpGroup",47,"ca","oc cs ls ne sn","deleteAll",NA,NA,"",""
"base","SpGroup",48,"ca","oc cs ls ne sn","deleteAll",NA,NA,"",""
"base","SpGroup",49,"ca","oc cs ls ne sn","deleteAll",NA,NA,"",""
"base","SpGroup",50,"ca","oc cs ls ne sn","deleteAll",NA,NA,"",""
"base","SpGroup",51,"ca","oc cs ls ne sn","deleteAll",NA,NA,"",""
"base","SpGroup",52,"cs","ls ne sn","deleteAll",NA,NA,"",""
"base","SpGroup",53,"cs","ls ne sn","deleteAll",NA,NA,"",""
"base","SpGroup",54,"cs","ls ne sn","deleteAll",NA,NA,"",""
"base","SpGroup",55,"cs","ls ne sn","deleteAll",NA,NA,"",""
"base","SpGroup",56,"cs","ls ne sn","deleteAll",NA,NA,"",""
"base","SpGroup",57,"cs","ls ne sn","deleteAll",NA,NA,"",""
"base","SpGroup",58,"cs","ls ne sn","deleteAll",NA,NA,"",""
"base","SpGroup",59,"cs","ls ne sn","deleteAll",NA,NA,"",""
"base","SpGroup",60,"cs","ls ne sn","deleteAll",NA,NA,"",""
"base","SpGroup",61,"cs","ls ne sn","deleteAll",NA,NA,"",""
"base","SpGroup",62,"cs","ls ne sn","deleteAll",NA,NA,"",""
"base","SpGroup",63,"cs","ls ne sn","deleteAll",NA,NA,"",""
"base","SpGroup",64,"cs","ls ne sn","deleteAll",NA,NA,"",""
"base","SpGroup",65,"cs","ls ne sn","deleteAll",NA,NA,"",""
"base","SpGroup",66,"cs","ne sn","deleteAll",NA,NA,"",""
"base","SpGroup",67,"cs","ne sn","deleteAll",NA,NA,"",""
"base","SpGroup",68,"cs","ne sn","deleteAll",NA,NA,"",""
"base","SpGroup",69,"cs","ne sn","deleteAll",NA,NA,"",""
"base","SpGroup",70,"cs","ne sn","deleteAll",NA,NA,"",""
"base","SpGroup",71,"cs","ne sn","deleteAll",NA,NA,"",""
"base","SpGroup",72,"cs","ne sn","deleteAll",NA,NA,"",""
"base","SpGroup",73,"cs","ne sn","deleteAll",NA,NA,"",""
"base","SpGroup",74,"cs","ne sn","deleteAll",NA,NA,"",""
"base","SpGroup",75,"cs","ne sn","deleteAll",NA,NA,"",""
"base","SpGroup",76,"cs","ne sn","deleteAll",NA,NA,"",""
"base","SpGroup",77,"cs","ne sn","deleteAll",NA,NA,"",""
"base","SpGroup",78,"cs","ne sn","deleteAll",NA,NA,"",""
"base","SpGroup",79,"cs","ne sn","deleteAll",NA,NA,"",""
"base","SpGroup",80,"cs","ne sn","deleteAll",NA,NA,"",""
"base","SpGroup",81,"cs","ne sn","deleteAll",NA,NA,"",""
"base","SpGroup",82,"cs","ne sn","deleteAll",NA,NA,"",""
"base","SpGroup",83,"cs","ne sn","deleteAll",NA,NA,"",""
"base","SpGroup",84,"cs","ne sn","deleteAll",NA,NA,"",""
"base","SpGroup",85,"cs","ne sn","deleteAll",NA,NA,"",""
"base","SpGroup",86,"cs","ne sn","deleteAll",NA,NA,"",""
"base","SpGroup",87,"cs","ne sn","deleteAll",NA,NA,"",""
"base","SpGroup",88,"cs","ne sn","deleteAll",NA,NA,"",""
"base","SpGroup",89,"cs","ne sn","deleteAll",NA,NA,"",""
"base","SpGroup",90,"cs","ne sn","deleteAll",NA,NA,"",""
"base","SpGroup",91,"cs","ne sn","deleteAll",NA,NA,"",""
"base","SpLeave",1,"scheduleBox","","",NA,NA,"",""
"base","SpLeave",2,"speciesSelection","Species or species group","",NA,NA,"",""
"base","SpLeave",3,"longListButton","","Exclude the species from harvest",NA,NA,"Exclude the species from harvest|Include the species in the harvest",""
"base","StandCN",1,"longTextEdit","Stand_CN:","",NA,NA,"",""
"base","Stats",1,"sliderBox","Significance level for computing the confidence limits","0.05",0.01,0.5,"",""
"base","StdIdent",1,"textEdit","Specify an 26 character stand id:","",NA,NA,"",""
"base","StdInfo",1,"forestSelection","National Forest where stand is located.","blank",NA,NA,"",""
"base","StdInfo",2,"ls","","",NA,NA,"","ws tt cr sw bp sp sf lp=ws tt cr sw bp sp sf lp ;; ni ie em ci kt=ni ie em ci kt ;; bm ec so ca ut pn wc=bm ec so ca ut pn wc ;; sn=sn ;; ls=ls"
"base","StdInfo",3,"numberBox","Stand age","blank",NA,NA,"",""
"base","StdInfo",4,"sliderBox","Stand aspect in degrees","0",360,0,"",""
"base","StdInfo",5,"sliderBox","Stand slope in percent","0",100,0,"",""
"base","StdInfo",6,"ak","","blank",NA,NA,"","ak=ak"
"base","StdInfo",7,"numberBox","Potential vegetation reference code","blank",NA,NA,"",""
"base","StdInfo",8,"textEdit","Ecoregion (used for FIAVBC)","",NA,NA,"",""
"base","StdInfo",9,"longListButton","Stand Origin (e.g. natural or plantation; used for FIAVBC)","\",NA,NA,"\|0 = Natural|1 = Plantation",""
"base","StrClass",1,"longListButton","Report generation option:","  Print structural class report",NA,NA,"Do not print structural class report|  Print structural class report",""
"base","StrClass",2,"sliderBox","Percentage of tree height:","30",0,100,"",""
"base","StrClass",3,"numberBox","DBH break between seeling/saplings and pole-sized trees.","5.0",NA,NA,"",""
"base","StrClass",4,"numberBox","DBH break between pole-sized and large, older, trees.","25.0",NA,NA,"",""
"base","StrClass",5,"sliderBox","Minimum cover percent:","5",0,100,"",""
"base","StrClass",6,"numberBox","Minimum trees/acre needed to be classifed ""Stand Initiation""","200 0 Fmax 0 500",NA,NA,"",""
"base","StrClass",7,"sliderBox","Minimum percent of MAXSDI to be classified ""Stem Exclusion""","30",0,100,"",""
"base","SVS",1,"longListButton","Plot geometry and tree placement:"," Subdivided square plot, place trees in subplots",NA,NA,"Square plot, ignore subplot identifications| Subdivided square plot, place trees in subplots|Round plot, ignore subplot identifications|Subdivided round plot, place trees in subplots",""
"base","SVS",2,"sliderBox","Ground file grid size (zero = no ground files):","100",0,256,"",""
"base","SVS",3,"listButton","Draw range poles:","No",NA,NA,"No|Yes",""
"base","SVS",4,"listButton","Draw subplot boundaries:","No",NA,NA,"No|Yes",""
"base","SVS",5,"listButtonString","Ground color codes:","2 = Tan",NA,NA,"\|1 = Red/orange|2 = Tan|3 = Reddish brown|4 = Light grey|5 = Lime green|6 = Dark green|7 = Medium bluegreen|8 = Dark green|9 = Dark grey|10 = Light brown|11 = Khaki/brown|12 = Light green|13 = Dark bluegreen|14 = Chocolate brown|15 = Dark tan|16 = Yellow|17 = Medium grey|18 = Brown|19 = Green|20 = Dark brown|-1 = Solid Red/orange|-2 = Solid Tan|-3 = Solid Reddish brown|-4 = Solid Light grey|-5 = Solid Lime green|-6 = Solid Dark green|-7 = Solid Medium bluegreen|-8 = Solid Dark green|-9 = Solid Dark grey|-10 = Solid Light brown|-11 = Solid Khaki/brown|-12 = Solid Light green|-13 = Solid Dark bluegreen|-14 = Solid Chocolate brown|-15 = Solid Dark tan|-16 = Solid Yellow|-17 = Solid Medium grey|-18 = Solid Brown|-19 = Solid Green|-20 = Solid Dark brown",""
"base","SVS",6,"listButtonString","Units:","\",NA,NA,"\|0 = Imperial|1 = Metric",""
"base","TCondMLT",1,"scheduleBox","","",NA,NA,"",""
"base","TCondMLT",2,"sliderBox","Tree condition class multiplier","0",-200,200,"",""
"base","TCondMLT",3,"sliderBox","Special tree status multiplier","0",-200,200,"",""
"base","TCondMLT",4,"sliderBox","Point basal area multiplier","0",-200,200,"",""
"base","TCondMLT",5,"sliderBox","Point crown competition factor multiplier","0",-200,200,"",""
"base","TCondMLT",6,"sliderBox","Point tree per acre multiplier","0",-200,200,"",""
"base","TFixArea",1,"numberBox","Inverse of total small-tree fixed plot area","300",NA,NA,"",""
"base","ThinABA",1,"scheduleBox","","1",NA,NA,"",""
"base","ThinABA",2,"numberBox","Residual basal area (within specified tree size range)","0",NA,NA,"",""
"base","ThinABA",3,"sliderBox","Cutting efficiency parameter specific to this thinning request","1",0,1,"",""
"base","ThinABA",4,"numberBox","Smallest DBH to be considered for removal (greater than/equal)","0",NA,NA,"",""
"base","ThinABA",5,"numberBox","Largest DBH to be considered for removal (less than)","999",NA,NA,"",""
"base","ThinABA",6,"numberBox","Shortest tree to be considered for removal (greater than/equal)","0",NA,NA,"",""
"base","ThinABA",7,"numberBox","Tallest tree to be considered for removal (less than)","999",NA,NA,"",""
"base","ThinATA",1,"scheduleBox","","",NA,NA,"",""
"base","ThinATA",2,"numberBox","Residual trees per acre (within specified tree size range)","0",NA,NA,"",""
"base","ThinATA",3,"sliderBox","Cutting efficiency parameter for this thinning request.","1",0,1,"",""
"base","ThinATA",4,"numberBox","Smallest DBH to be considered for removal (greater than/equal)","0",NA,NA,"",""
"base","ThinATA",5,"numberBox","Largest DBH to be considered for removal (less than)","999",NA,NA,"",""
"base","ThinATA",6,"numberBox","Shortest tree to be considered for removal (greater than/equal)","0",NA,NA,"",""
"base","ThinATA",7,"numberBox","Tallest tree to be considered for removal (less than)","999",NA,NA,"",""
"base","ThinAuto",1,"scheduleBox","","",NA,NA,"",""
"base","ThinAuto",2,"sliderBox","Lower limit of percentage of normal stocking","45",0,100,"",""
"base","ThinAuto",3,"sliderBox","Upper limit of percentage of normal stocking","60",0,100,"",""
"base","ThinAuto",4,"sliderBox","Cutting efficiency","1",0,1,"",""
"base","ThinBBA",1,"scheduleBox","","1",NA,NA,"",""
"base","ThinBBA",2,"numberBox","Residual basal area (within specified tree size range)","0",NA,NA,"",""
"base","ThinBBA",3,"sliderBox","Cutting efficiency parameter specific to this thinning request","1",0,1,"",""
"base","ThinBBA",4,"numberBox","Smallest DBH to be considered for removal (greater than/equal)","0",NA,NA,"",""
"base","ThinBBA",5,"numberBox","Largest DBH to be considered for removal (less than)","999",NA,NA,"",""
"base","ThinBBA",6,"numberBox","Shortest tree to be considered for removal (greater than/equal)","0",NA,NA,"",""
"base","ThinBBA",7,"numberBox","Tallest tree to be considered for removal (less than)","999",NA,NA,"",""
"base","ThinBTA",1,"scheduleBox","","",NA,NA,"",""
"base","ThinBTA",2,"numberBox","Residual trees per acre (within specified tree size range)","0",NA,NA,"",""
"base","ThinBTA",3,"sliderBox","Cutting efficiency parameter for this thinning request.","1",0,1,"",""
